trip_id,species,genus,species_epithet,scientific_name,group,country,region,dive_site,site_type,sighting_date_raw,n_indiv,sighting_date,year,month,ym,eco_group,note
https://www.thesmilingseahorse.com/blog/15th-march-2022-whale-shark-expedition-but-manta-and-paper-nautilus-sighted,oceanic manta,Mobula,birostris,Mobula birostris,ray,Thailand,Similan,Koh Bon,site,2022-03-20,1,2022-03-20,2022,3,2022-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/15th-march-2022-whale-shark-expedition-but-manta-and-paper-nautilus-sighted,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Bon,site,2022-03-20,1,2022-03-20,2022,3,2022-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/15th-march-2022-whale-shark-expedition-but-manta-and-paper-nautilus-sighted,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Thailand,Surin,Koh Chi,site,2022-03-16,5,2022-03-16,2022,3,2022-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/15th-march-2022-whale-shark-expedition-but-manta-and-paper-nautilus-sighted,cowtail stingray,Pastinachus,sephen,Pastinachus ater,ray,Thailand,Similan,Shark Fin Reef,site,2022-03-16,1,2022-03-16,2022,3,2022-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/18-feb-2025-7-days-north-andaman-diving-surin-and-similan-national-parks,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Thailand,Similan,Three Trees,site,2025-02-18,1,2025-02-18,2025,2,2025-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/18-feb-2025-7-days-north-andaman-diving-surin-and-similan-national-parks,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray,Thailand,Similan,Three Trees,site,2025-02-22,3,2025-02-22,2025,2,2025-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/18-feb-2025-7-days-north-andaman-diving-surin-and-similan-national-parks,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Koh Bon,site,2025-02-22,3,2025-02-22,2025,2,2025-02-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/1st-trip-of-the-season-marine-ecology-trip-in-the-north-andaman-from-14th-to-19th-of-october-2022,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Surin,Richelieu Rock,site,2022-10-16,1,2022-10-16,2022,10,2022-10-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/1st-trip-of-the-season-marine-ecology-trip-in-the-north-andaman-from-14th-to-19th-of-october-2022,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Surin,Richelieu Rock,site,2022-10-17,6,2022-10-17,2022,10,2022-10-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/21th-april-2023-last-andaman-trip-of-the-season,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Bon,site,2022-04-23,1,2022-04-23,2022,4,2022-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/22nd-to-29th-of-october-2022-second-trip-of-the-season-north-andaman-liveaboard,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Koh Tachai,site,2022-10-27,1,2022-10-27,2022,10,2022-10-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/23rd-mars-2022-manta-by-day-and-paper-nautilus-by-night,oceanic manta,Mobula,birostris,Mobula birostris,ray,Thailand,Similan,Koh Bon,site,2022-03-25,1,2022-03-25,2022,3,2022-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/23rd-mars-2022-manta-by-day-and-paper-nautilus-by-night,oceanic manta,Mobula,birostris,Mobula birostris,ray,Thailand,Similan,Koh Bon,site,2022-03-26,1,2022-03-26,2022,3,2022-03-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/23rd-mars-2022-manta-by-day-and-paper-nautilus-by-night,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Bon,site,2022-03-25,1,2022-03-25,2022,3,2022-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/25th-to-28th-february-a-busy-weekend-on-richelieu-rock,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray,Thailand,Surin,Koh Chi,site,2021-02-26,1,2021-02-26,2021,2,2021-02-01,Wedgefish_guitarfish,family/group-level
https://www.thesmilingseahorse.com/blog/27th-december-cruise-we-get-a-whale-shark-for-new-year,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Surin,Richelieu Rock,site,2021-12-27,2,2021-12-27,2021,12,2021-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/27th-december-cruise-we-get-a-whale-shark-for-new-year,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray,Thailand,Surin,Koh Torinla,site,2021-12-27,1,2021-12-27,2021,12,2021-12-01,Wedgefish_guitarfish,family/group-level
https://www.thesmilingseahorse.com/blog/2nd-diving-expedition-burma,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Seafan Forest,site,2012-11-15,1,2012-11-15,2012,11,2012-11-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/4-jours-parfaits,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Surin,Richelieu Rock,site,2014-01-20,1,2014-01-20,2014,1,2014-01-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/4th-to-7th-of-december-a-cruise-fit-for-royals,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Surin,Richelieu Rock,site,2020-12-06,1,2020-12-06,2020,12,2020-12-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/4th-to-the-7th-of-march-2021-a-lucky-cruise-with-a-majority-of-scuba-diving-girls,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Surin,Surin Islands,region,2021-03-05,1,2021-03-05,2021,3,2021-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/4th-to-the-7th-of-march-2021-a-lucky-cruise-with-a-majority-of-scuba-diving-girls,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Bon,site,2021-03-06,1,2021-03-06,2021,3,2021-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/4th-to-the-7th-of-march-2021-a-lucky-cruise-with-a-majority-of-scuba-diving-girls,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Thailand,Similan,Koh Bon,site,2021-03-06,4,2021-03-06,2021,3,2021-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/4th-to-the-7th-of-march-2021-a-lucky-cruise-with-a-majority-of-scuba-diving-girls,giant guitarfish,Rhynchobatus,spp,Rhynchobatus spp,ray,Thailand,Surin,Surin Islands,region,2021-03-05,1,2021-03-05,2021,3,2021-03-01,Wedgefish_guitarfish,group-level
https://www.thesmilingseahorse.com/blog/6-days-trip-from-23rd-to-28th-october-2019,brown banded bamboo shark,Chiloscyllium,punctatum,Chiloscyllium punctatum,shark,Myanmar,Mergui,Submarine,site,2019-10-25,1,2019-10-25,2019,10,2019-10-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/6-days-trip-from-23rd-to-28th-october-2019,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Shark Cave,site,2019-10-26,1,2019-10-26,2019,10,2019-10-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/6th-april-2022-south-andaman-dive-trip-report,shark,Carcharhinidae,spp,Carcharhinidae spp,shark,Thailand,Phuket,Koh Bida Nok,site,2022-04-09,5,2022-04-09,2022,4,2022-04-01,Unresolved_group_level,family/group-level
https://www.thesmilingseahorse.com/blog/6th-april-2022-south-andaman-dive-trip-report,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Koh Lanta,Hin Daeng,site,2022-04-07,1,2022-04-07,2022,4,2022-04-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Ba Wei,site,2023-12-10,1,2023-12-10,2023,12,2023-12-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Shark Cave,site,2023-12-11,1,2023-12-11,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Submarine,site,2023-12-11,2,2023-12-11,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Western Rocky,site,2023-12-11,3,2023-12-11,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Black Rock,site,2023-12-12,2,2023-12-12,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,grey-spotted guitarfish,acroteriovatus,spp,Acroteriobatus spp,ray,Myanmar,Mergui,Black Rock,site,2023-12-12,7,2023-12-12,2023,12,2023-12-01,Wedgefish_guitarfish,group-level
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,North Twin,site,2023-12-13,1,2023-12-13,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,porcupine ray,Urogymnus,asperrimus,Urogymnus asperrimus,ray,Myanmar,Burma Banks,Burma Banks,region,2023-12-14,1,2023-12-14,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Burma Banks,Burma Banks,region,2023-12-15,5,2023-12-15,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Myanmar,Mergui,Western Rocky,site,2023-12-15,3,2023-12-15,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,ray,Batidae,spp,Batidae spp,ray,Myanmar,Mergui,Secret Pinnacle,site,2023-12-16,3,2023-12-16,2023,12,2023-12-01,Resident_or_benthic,group-level
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,bull shark,Carcharhinus,leucas,Carcharhinus leucas,shark,Myanmar,Mergui,Black Rock,site,2023-12-12,1,2023-12-12,2023,12,2023-12-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2023-12-14,12,2023-12-14,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Mergui,Black Rock,site,2023-12-14,3,2023-12-14,2023,12,2023-12-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Myanmar,Mergui,Black Rock,site,2023-12-14,1,2023-12-14,2023,12,2023-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,oceanic blacktip shark,Carcharhinus,limbatus,Carcharhinus limbatus,shark,Myanmar,Mergui,Black Rock,site,2023-12-15,3,2023-12-15,2023,12,2023-12-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Mergui,Black Rock,site,2023-12-15,3,2023-12-15,2023,12,2023-12-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Black Rock,site,2023-12-15,10,2023-12-15,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2023-12-14,10,2023-12-14,2023,12,2023-12-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Mergui,Black Rock,site,2012-12-15,5,2023-12-15,2023,12,2023-12-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,grey reef shark,Carcharhinus,amblyrhynchos,Carcharhinus amblyrhynchos,shark,Myanmar,Mergui,Black Rock,site,2012-12-15,5,2023-12-15,2023,12,2023-12-01,Reef_sharks,mobile reef-associated
https://www.thesmilingseahorse.com/blog/9th-to-17th-of-december-2023-mergui-archipelago-and-burma-banks-a-dive-adventure,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Myanmar,Mergui,Black Rock,site,2012-12-15,3,2023-12-15,2023,12,2023-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-cruise-down-south-phuket-to-koh-lipe-december-12th-2021,mobula ray,Mobula,spp,Mobula spp,ray,Thailand,Koh Lipe,8 Mile Rock,site,2021-12-12,1,2021-12-12,2021,12,2021-12-01,Mobulids,group-level
https://www.thesmilingseahorse.com/blog/a-cruise-down-south-phuket-to-koh-lipe-december-12th-2021,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Koh Lanta,Koh Haa,site,2021-12-12,1,2021-12-12,2021,12,2021-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Koh Tachai,site,2024-04-21,1,2024-04-21,2024,4,2024-04-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Koh Tachai,site,2024-04-21,1,2024-04-21,2024,4,2024-04-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/a-dive-expedition-about-marine-ecosystem-with-thailand-whale-shark-specialist-kirsty-magson-march-19th-to-27th-2024,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Phuket,Koh Bida Nok,site,2024-03-26,3,2024-03-26,2024,3,2024-03-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/a-friends-reunion,oceanic manta,Mobula,birostris,Mobula birostris,ray,Myanmar,Mergui,Seafan Forest,site,2020-02-08,1,2020-02-08,2020,2,2020-02-01,Mobulids,NA
https://www.thesmilingseahorse.com/blog/a-friends-reunion,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Burma Banks,Burma Banks,region,2020-02-08,1,2020-02-08,2020,2,2020-02-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/a-friends-reunion,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Burma Banks,Burma Banks,region,2020-02-08,1,2020-02-08,2020,2,2020-02-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/a-friends-reunion,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Burma Banks,Burma Banks,region,2020-02-08,5,2020-02-08,2020,2,2020-02-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-friends-reunion,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark,Myanmar,Burma Banks,Burma Banks,region,2020-02-08,3,2020-02-08,2020,2,2020-02-01,Large_coastal_sharks,NA
https://www.thesmilingseahorse.com/blog/a-guitar-fish-in-surin,white-spotted wedgefish,Rhynchobatus,australiae,Rhynchobatus australiae,shark,Thailand,Surin,Surin Islands,region,2018-04-12,1,2018-04-12,2018,4,2018-04-01,Wedgefish_guitarfish,NA
https://www.thesmilingseahorse.com/blog/a-very-good-start,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-10-30,5,2015-10-30,2015,10,2015-10-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-very-good-start,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-10-30,3,2015-10-30,2015,10,2015-10-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-very-good-start,zebra shark,Stegostoma,tigrinum,Stegostoma tigrinum,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-10-30,1,2015-10-30,2015,10,2015-10-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-04-01,1,2015-04-01,2015,4,2015-04-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray,Myanmar,Mergui,Mergui Archipelago,region,2015-01-04,3,2015-01-04,2015,1,2015-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-01-04,2,2015-01-04,2015,1,2015-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,brown banded bamboo shark,Chiloscyllium,punctatum,Chiloscyllium punctatum,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-01-04,7,2015-01-04,2015,1,2015-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-a-day,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Mergui Archipelago,region,2015-01-04,7,2015-01-04,2015,1,2015-01-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-spotted-on-richelieu-rock-march-30th-2021,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Similan Islands,region,2021-03-25,1,2021-03-25,2021,3,2021-03-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/a-whale-shark-spotted-on-richelieu-rock-march-30th-2021,jenkins' whipray,Pateobatis,jenkinsii,Pateobatis jenkinsii,ray,Thailand,Similan,Similan Islands,region,2021-03-25,5,2021-03-25,2021,3,2021-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-spotted-on-richelieu-rock-march-30th-2021,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark,Thailand,Similan,Similan Islands,region,2021-03-25,5,2021-03-25,2021,3,2021-03-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/a-whale-shark-spotted-on-richelieu-rock-march-30th-2021,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Thailand,Similan,Similan Islands,region,2021-03-25,1,2021-03-25,2021,3,2021-03-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-wonderful-last-trip-in-burma,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark,Myanmar,Mergui,Mergui Archipelago,region,2019-01-05,6,2019-01-05,2019,1,2019-01-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/a-wonderful-last-trip-in-burma,whale shark,Rhinocodon,typus,Rhinocodon typus,shark,Myanmar,Mergui,Mergui Archipelago,region,2019-01-05,1,2019-01-05,2019,1,2019-01-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-wonderfull-christmas-2020-cruise-to-surin-and-similan,ocellated eagle ray,Aetobatus,ocellatus,Aetobatus ocellatus,ray,Thailand,Similan,Koh Tachai,site,2020-12-21,1,2020-12-21,2020,12,2020-12-01,Resident_or_benthic,arguable mobility
https://www.thesmilingseahorse.com/blog/a-wonderfull-christmas-2020-cruise-to-surin-and-similan,tiger shark,Galeocerdo,cuvier,Galeocerdo cuvier,shark,Thailand,Surin,Surin Islands,region,2020-12-20,1,2020-12-20,2020,12,2020-12-01,Large_pelagic,NA
https://www.thesmilingseahorse.com/blog/a-wonderfull-christmas-2020-cruise-to-surin-and-similan,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark,Thailand,Similan,Shark Fin Reef,site,2020-12-22,2,2020-12-22,2020,12,2020-12-01,Reef_sharks,NA
https://www.thesmilingseahorse.com/blog/a-wonderfull-christmas-2020-cruise-to-surin-and-similan,guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray,Thailand,Surin,Richelieu Rock,site,2020-12-25,1,2020-12-25,2020,12,2020-12-01,Wedgefish_guitarfish,family/group-level
https://www.thesmilingseahorse.com/blog/always-a-pleasure-to-have-you-back-on-the-boat,porcupine ray,Urogymnus,asperrimus,Urogymnus asperrimus,ray,Myanmar,Mergui,Mergui Archipelago,region,2016-03-25,3,2016-03-25,2016,3,2016-03-01,Resident_or_benthic,NA
https://www.thesmilingseahorse.com/blog/amazing-thailand-a-trip-to-remember,oceanic manta,Mobula,birostris,Mobula birostris,ray,Thailand,Similan,North Ridge,site,2018-12-18,1,2018-12-18,2018,12,2018-12-01,Mobulids,NA
